s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
Time,TC_23,TC_20,TC_17,TC_14,TC_3,TC_22,TC_19,TC_16,TC_13,TC_11,TC_2,TC_21,TC_18,TC_15,TC_12,TC_10,TC_1,HF_10,HF_5,HF_9,HF_7,HF_4,HF_2,HF_8,HF_6,HF_3,HF_1,TC_32,TC_31,TC_30,TC_29,TC_28,TC_37,TC_36,TC_35,TC_34,TC_33
 3.2000269E+002, 4.3210908E+002, 1.5263106E+002, 1.4202349E+002, 1.3328488E+002, 1.1699110E+002, 6.4015397E+002, 5.1137735E+002, 4.7293448E+002, 4.3379825E+002, 3.7748635E+002, 2.4926949E+002, 5.4753388E+002, 2.4810220E+002, 2.6583944E+002, 2.7960165E+002, 2.9822126E+002, 2.7889024E+002, 1.9636142E+000, 1.2379814E+000, 9.9140573E+000, 8.3740721E+000, 7.1735841E+000, 5.8501120E+000, 5.8956275E+000, 6.2531601E+000, 6.7257622E+000, 7.2413379E+000, 8.7804310E+002, 9.1533416E+002, 9.5207154E+002, 9.6124688E+002, 9.6308349E+002, 6.8417550E+002, 7.1317507E+002, 8.5991299E+002, 8.9199807E+002, 8.9468060E+002
 3.3000462E+002, 3.2618822E+002, 1.3259108E+002, 1.2342816E+002, 1.1651165E+002, 1.0112850E+002, 5.0808232E+002, 4.2636709E+002, 3.9158219E+002, 3.5823958E+002, 3.1187988E+002, 2.0788867E+002, 4.8335547E+002, 2.2988625E+002, 2.4948093E+002, 2.6510342E+002, 2.8208650E+002, 2.5722494E+002, 8.2593098E-001, 6.6233597E-001, 4.1940167E+000, 4.3171848E+000, 4.2377880E+000, 3.8068284E+000, 2.5153532E+000, 2.5247011E+000, 2.7101758E+000, 3.0755647E+000, 5.8700457E+002, 6.4501251E+002, 7.1485724E+002, 7.3597143E+002, 7.4811336E+002, 4.9007954E+002, 5.1038588E+002, 6.2453539E+002, 7.3239483E+002, 7.5565547E+002
 3.4000286E+002, 2.4378721E+002, 1.1415101E+002, 1.0789121E+002, 1.0224902E+002, 8.6745097E+001, 3.9903259E+002, 3.5013515E+002, 3.2795578E+002, 3.0503718E+002, 2.6778322E+002, 1.7887879E+002, 4.1425127E+002, 1.8991748E+002, 2.0306288E+002, 2.1639739E+002, 2.3175022E+002, 2.1940378E+002, 4.7865145E-001, 4.3970121E-001, 2.7764030E+000, 3.0298651E+000, 3.1545707E+000, 3.0532475E+000, 1.7479180E+000, 1.7729007E+000, 1.8998180E+000, 2.2473971E+000, 4.6979930E+002, 4.9924597E+002, 5.6458034E+002, 5.8287234E+002, 5.9969991E+002, 4.1339023E+002, 4.2514626E+002, 5.0827585E+002, 6.0150610E+002, 6.5133092E+002
 3.5000080E+002, 1.9512668E+002, 9.8373589E+001, 9.3793846E+001, 8.9482903E+001, 7.6464183E+001, 3.2776044E+002, 2.9874473E+002, 2.8281516E+002, 2.6633982E+002, 2.3765307E+002, 1.6147110E+002, 3.4789233E+002, 1.5611765E+002, 1.6409915E+002, 1.7342904E+002, 1.8754630E+002, 1.8196685E+002, 4.0011921E-001, 3.2801823E-001, 2.4281254E+000, 2.6258709E+000, 2.7072229E+000, 2.6548223E+000, 1.3011963E+000, 1.2588816E+000, 1.2771142E+000, 1.5410966E+000, 4.0864709E+002, 4.3009807E+002, 4.8949429E+002, 5.0978544E+002, 5.2653569E+002, 3.7097158E+002, 3.7860560E+002, 4.5092623E+002, 5.1993136E+002, 5.7119128E+002
 3.6000384E+002, 1.6686468E+002, 8.5745889E+001, 8.2357842E+001, 7.9618994E+001, 6.9254639E+001, 2.8285495E+002, 2.6294931E+002, 2.4933176E+002, 2.3611391E+002, 2.1458930E+002, 1.5168441E+002, 3.0324994E+002, 1.3342370E+002, 1.4042728E+002, 1.4793583E+002, 1.6153499E+002, 1.5735522E+002, 3.5703729E-001, 3.2966933E-001, 2.1546234E+000, 2.2900315E+000, 2.3305134E+000, 2.3085798E+000, 1.1837998E+000, 1.2128190E+000, 1.2722701E+000, 1.5156595E+000, 3.7009783E+002, 3.9103163E+002, 4.3988281E+002, 4.6626865E+002, 4.8411820E+002, 3.3791192E+002, 3.4227943E+002, 3.9775895E+002, 4.7190487E+002, 5.1614104E+002
 3.7000474E+002, 1.4715371E+002, 7.6712338E+001, 7.6174888E+001, 7.4347416E+001, 6.4414053E+001, 2.4832563E+002, 2.3630567E+002, 2.2537409E+002, 2.1413946E+002, 1.9592119E+002, 1.3863847E+002, 2.6085013E+002, 1.1679135E+002, 1.2272667E+002, 1.2934107E+002, 1.4007098E+002, 1.4285416E+002, 2.6688003E-001, 2.7180635E-001, 1.7934142E+000, 2.0022797E+000, 2.1240995E+000, 2.1041060E+000, 1.0256086E+000, 1.0249637E+000, 1.0932976E+000, 1.2441779E+000, 3.4388721E+002, 3.6285818E+002, 4.0603003E+002, 4.2713162E+002, 4.4204843E+002, 3.1580856E+002, 3.1518444E+002, 3.7585490E+002, 4.4152063E+002, 4.7687499E+002
 3.8000597E+002, 1.3624253E+002, 6.9289233E+001, 7.0169179E+001, 6.9118000E+001, 6.1698501E+001, 2.2033063E+002, 2.1603267E+002, 2.0908222E+002, 1.9931096E+002, 1.8264762E+002, 1.3119331E+002, 2.3292249E+002, 1.0644102E+002, 1.1325687E+002, 1.2050768E+002, 1.3271075E+002, 1.3525332E+002, 2.8282902E-001, 2.6595716E-001, 1.6613873E+000, 1.8738562E+000, 1.9800135E+000, 1.9921683E+000, 9.7562868E-001, 1.0476663E+000, 1.1608494E+000, 1.4450036E+000, 3.1359141E+002, 3.3876877E+002, 3.8120635E+002, 4.0338035E+002, 4.2007705E+002, 2.9090682E+002, 2.9271183E+002, 3.5783786E+002, 4.1692054E+002, 4.4250253E+002
 3.9000423E+002, 1.2311758E+002, 6.4633506E+001, 6.6000230E+001, 6.5398057E+001, 6.0077430E+001, 2.0264219E+002, 1.9917097E+002, 1.9483945E+002, 1.8840336E+002, 1.7522296E+002, 1.2538498E+002, 1.9710782E+002, 9.8049833E+001, 1.0480340E+002, 1.1242583E+002, 1.2437040E+002, 1.2718344E+002, 2.5136244E-001, 2.4000691E-001, 1.4061701E+000, 1.6251799E+000, 1.7603849E+000, 1.8025990E+000, 8.2514814E-001, 8.1670937E-001, 8.1678315E-001, 9.0669109E-001, 2.9159595E+002, 3.1121246E+002, 3.5800422E+002, 3.7975493E+002, 3.9379439E+002, 2.8405911E+002, 2.8261261E+002, 3.3588837E+002, 3.9282439E+002, 4.2088003E+002
 4.0000281E+002, 1.1956414E+002, 5.9062726E+001, 6.1213041E+001, 6.1478603E+001, 5.7598759E+001, 1.8698431E+002, 1.8251618E+002, 1.7896618E+002, 1.7331408E+002, 1.6226935E+002, 1.1974742E+002, 1.7271444E+002, 8.9329374E+001, 9.4427636E+001, 1.0012959E+002, 1.0854805E+002, 1.1368554E+002, 1.8833645E-001, 1.7738444E-001, 1.2329969E+000, 1.3170644E+000, 1.3772669E+000, 1.4834083E+000, 7.5911749E-001, 7.4756500E-001, 7.5513212E-001, 8.0257009E-001, 2.7567637E+002, 2.8966723E+002, 3.3592938E+002, 3.6321524E+002, 3.7772780E+002, 2.8550929E+002, 2.7557777E+002, 3.2116478E+002, 3.6377344E+002, 3.9250846E+002
 4.1000050E+002, 1.1625874E+002, 5.4408151E+001, 5.7031222E+001, 5.8195370E+001, 5.5598359E+001, 1.7863021E+002, 1.7523934E+002, 1.7213377E+002, 1.6589150E+002, 1.5398102E+002, 1.1411568E+002, 1.6012651E+002, 8.7399790E+001, 9.2293645E+001, 9.6600811E+001, 1.0248551E+002, 1.0748646E+002, 1.9295518E-001, 2.0366565E-001, 1.4027831E+000, 1.5350253E+000, 1.5918103E+000, 1.5306743E+000, 8.6585943E-001, 9.4256928E-001, 1.0052863E+000, 1.0800483E+000, 2.6327439E+002, 2.7572300E+002, 3.1859503E+002, 3.3926711E+002, 3.5398489E+002, 2.7774461E+002, 2.7068232E+002, 3.0857415E+002, 3.5104418E+002, 3.7036026E+002
 4.2000147E+002, 1.1127183E+002, 5.1735904E+001, 5.4869696E+001, 5.6200907E+001, 5.5862670E+001, 1.7410748E+002, 1.7044917E+002, 1.6707046E+002, 1.6071646E+002, 1.4802008E+002, 1.0858610E+002, 1.4482645E+002, 8.5784583E+001, 9.1312162E+001, 9.6114014E+001, 1.0145231E+002, 1.0817690E+002, 1.8512049E-001, 1.7408176E-001, 1.2435201E+000, 1.3689282E+000, 1.4609392E+000, 1.4950447E+000, 6.7352406E-001, 6.9555777E-001, 7.5429805E-001, 8.4207880E-001, 2.4971265E+002, 2.6189911E+002, 3.0296438E+002, 3.2467484E+002, 3.3938306E+002, 2.6636634E+002, 2.5823533E+002, 2.9292334E+002, 3.3218642E+002, 3.5495345E+002
 4.3000527E+002, 1.0738108E+002, 4.9482325E+001, 5.2404951E+001, 5.3329040E+001, 5.5058506E+001, 1.6651036E+002, 1.5723787E+002, 1.5383816E+002, 1.4905049E+002, 1.3962406E+002, 1.0371407E+002, 1.3293731E+002, 8.0594588E+001, 8.6182961E+001, 9.1148751E+001, 9.6501996E+001, 9.9294317E+001, 1.7010416E-001, 1.6213258E-001, 9.8124760E-001, 1.1068288E+000, 1.2017435E+000, 1.2448933E+000, 6.3935650E-001, 6.7277728E-001, 7.2469993E-001, 8.5506664E-001, 2.3556380E+002, 2.4994091E+002, 2.9360872E+002, 3.1442640E+002, 3.2610824E+002, 2.5437225E+002, 2.5008409E+002, 2.8641805E+002, 3.1810402E+002, 3.4492995E+002
 4.4000112E+002, 1.0621955E+002, 4.6572539E+001, 4.9555234E+001, 5.0709345E+001, 5.5225373E+001, 1.5826562E+002, 1.4610917E+002, 1.4429936E+002, 1.4141136E+002, 1.3428613E+002, 9.8981432E+001, 1.2610684E+002, 7.8118609E+001, 8.2420135E+001, 8.6116066E+001, 9.2071040E+001, 9.7026687E+001, 1.4297763E-001, 1.3184209E-001, 8.6887041E-001, 9.4126575E-001, 1.0330636E+000, 1.1041626E+000, 6.0019802E-001, 5.8655995E-001, 5.9153102E-001, 6.3580911E-001, 2.2650298E+002, 2.4118664E+002, 2.8299241E+002, 2.9984828E+002, 3.0981008E+002, 2.4061457E+002, 2.3861662E+002, 2.7066798E+002, 3.0834540E+002, 3.3185319E+002
 4.5000439E+002, 1.0150232E+002, 4.5179504E+001, 4.8352186E+001, 4.9047093E+001, 5.3437156E+001, 1.4893533E+002, 1.3875272E+002, 1.3771285E+002, 1.3486053E+002, 1.2879162E+002, 9.6197116E+001, 1.1843692E+002, 7.5212092E+001, 7.8429894E+001, 8.1722852E+001, 8.7383641E+001, 9.0585618E+001, 1.5639205E-001, 1.5150586E-001, 9.6162632E-001, 1.0913296E+000, 1.1553217E+000, 1.1798174E+000, 5.7824461E-001, 5.7144057E-001, 5.8652358E-001, 6.9388405E-001, 2.2028569E+002, 2.3544442E+002, 2.7508825E+002, 2.8605945E+002, 2.9594452E+002, 2.3061834E+002, 2.3126871E+002, 2.6516519E+002, 3.0083319E+002, 3.2113678E+002
 4.6000345E+002, 9.9271783E+001, 4.4963892E+001, 4.8232335E+001, 4.9258876E+001, 5.1905771E+001, 1.4507486E+002, 1.3731285E+002, 1.3740108E+002, 1.3432188E+002, 1.2666727E+002, 9.5311357E+001, 1.1138301E+002, 7.4883555E+001, 7.8805644E+001, 8.2088073E+001, 8.8108672E+001, 9.0578279E+001, 1.4618219E-001, 1.4056191E-001, 9.7183263E-001, 1.0827682E+000, 1.1559577E+000, 1.1771221E+000, 6.6104294E-001, 7.3952816E-001, 8.0246200E-001, 8.6985495E-001, 2.1285127E+002, 2.2546588E+002, 2.6398297E+002, 2.7889848E+002, 2.8986215E+002, 2.3500655E+002, 2.2692575E+002, 2.5990531E+002, 2.9410040E+002, 3.1434928E+002
 4.7000398E+002, 9.6835124E+001, 4.4432265E+001, 4.7152985E+001, 4.8040352E+001, 5.2607915E+001, 1.4202848E+002, 1.3490525E+002, 1.3508990E+002, 1.3272997E+002, 1.2552319E+002, 9.6162371E+001, 1.0626912E+002, 7.4589136E+001, 8.0228585E+001, 8.4639457E+001, 9.0731092E+001, 9.1029504E+001, 1.6089513E-001, 1.3416213E-001, 9.2016679E-001, 1.0125027E+000, 1.1119490E+000, 1.1961278E+000, 5.2318269E-001, 5.5156379E-001, 6.0526979E-001, 7.1704552E-001, 2.0753290E+002, 2.2021548E+002, 2.5514121E+002, 2.7105810E+002, 2.8273239E+002, 2.3744946E+002, 2.2450238E+002, 2.5237555E+002, 2.8505316E+002, 3.0395668E+002
 4.8000108E+002, 9.4490819E+001, 4.3900645E+001, 4.6124428E+001, 4.6868723E+001, 5.2447720E+001, 1.4029210E+002, 1.3254434E+002, 1.3196386E+002, 1.3057970E+002, 1.2558517E+002, 9.5518728E+001, 1.0163908E+002, 7.2550644E+001, 7.7304330E+001, 8.0700540E+001, 8.4726002E+001, 8.7110338E+001, 1.2332936E-001, 1.1886559E-001, 8.8366293E-001, 9.6943866E-001, 1.0497318E+000, 1.1234883E+000, 5.3630883E-001, 5.4347617E-001, 5.4065743E-001, 5.3935030E-001, 2.0064132E+002, 2.1343723E+002, 2.4592766E+002, 2.6194032E+002, 2.7405597E+002, 2.2225766E+002, 2.1394020E+002, 2.4345342E+002, 2.7389039E+002, 2.9048365E+002
 4.9000005E+002, 9.2594664E+001, 4.2606507E+001, 4.4631306E+001, 4.5493852E+001, 5.0197756E+001, 1.3269752E+002, 1.2373055E+002, 1.2346167E+002, 1.2305320E+002, 1.1919130E+002, 9.0201638E+001, 9.8084872E+001, 6.9827617E+001, 7.3882408E+001, 7.5945954E+001, 7.7905151E+001, 8.0971060E+001, 1.1516377E-001, 1.0071324E-001, 6.0313622E-001, 6.8786298E-001, 7.8223822E-001, 8.8306724E-001, 4.5151928E-001, 4.4795268E-001, 4.4890212E-001, 4.7107421E-001, 1.9259238E+002, 2.0611834E+002, 2.3917942E+002, 2.5660405E+002, 2.6838835E+002, 2.1090545E+002, 2.0459616E+002, 2.2994928E+002, 2.6220266E+002, 2.7776365E+002
 5.0000163E+002, 8.9748869E+001, 4.1085147E+001, 4.3141476E+001, 4.3953343E+001, 4.9547630E+001, 1.3127304E+002, 1.2243016E+002, 1.2120020E+002, 1.2067829E+002, 1.1767461E+002, 8.9846486E+001, 9.6668564E+001, 6.9973044E+001, 7.3744429E+001, 7.5930923E+001, 7.8326190E+001, 8.2547044E+001, 1.0373557E-001, 9.5164283E-002, 8.8854228E-001, 9.5389860E-001, 1.0326174E+000, 1.1360444E+000, 5.5612837E-001, 5.8620911E-001, 6.2164338E-001, 7.0015097E-001, 1.8747982E+002, 2.0125926E+002, 2.2887646E+002, 2.4794763E+002, 2.6013384E+002, 2.0864351E+002, 2.0238043E+002, 2.2331478E+002, 2.5494220E+002, 2.7065890E+002
 5.1000198E+002, 8.5799344E+001, 4.0250279E+001, 4.2260316E+001, 4.3034046E+001, 4.8820366E+001, 1.2911706E+002, 1.2379485E+002, 1.2307892E+002, 1.2174945E+002, 1.1784950E+002, 9.0261327E+001, 9.3228756E+001, 7.0764831E+001, 7.4560262E+001, 7.6919893E+001, 7.9537650E+001, 8.2733619E+001, 1.1284521E-001, 9.9334095E-002, 8.0346078E-001, 9.5247587E-001, 1.0408163E+000, 1.0706897E+000, 4.9666697E-001, 5.3530869E-001, 5.7142928E-001, 6.3290702E-001, 1.8269844E+002, 1.9471619E+002, 2.2098766E+002, 2.3956347E+002, 2.5010425E+002, 2.0391452E+002, 1.9551798E+002, 2.1501916E+002, 2.4896864E+002, 2.6140340E+002
 5.2000742E+002, 8.3906769E+001, 4.0018454E+001, 4.1736789E+001, 4.2163830E+001, 4.7688568E+001, 1.2770919E+002, 1.2216277E+002, 1.2188863E+002, 1.2083006E+002, 1.1697456E+002, 8.8000148E+001, 8.9577611E+001, 6.8390974E+001, 7.3128643E+001, 7.6215342E+001, 7.9483345E+001, 8.1190782E+001, 1.1173924E-001, 9.8083278E-002, 7.6715434E-001, 8.8081401E-001, 9.6556755E-001, 1.0136407E+000, 4.4512049E-001, 4.8601917E-001, 5.3371935E-001, 6.1115851E-001, 1.7707164E+002, 1.8734085E+002, 2.1631589E+002, 2.3286512E+002, 2.4125345E+002, 2.0244744E+002, 1.8870701E+002, 2.0788051E+002, 2.4366080E+002, 2.5730398E+002
 5.3000298E+002, 8.5858974E+001, 4.0058568E+001, 4.1669249E+001, 4.2392338E+001, 4.6702556E+001, 1.2950048E+002, 1.2429702E+002, 1.2448482E+002, 1.2331057E+002, 1.1833774E+002, 8.6853495E+001, 8.8701380E+001, 6.7381047E+001, 7.1918369E+001, 7.5141116E+001, 7.8815052E+001, 8.1218993E+001, 1.0207783E-001, 9.6572878E-002, 8.7554066E-001, 1.0006749E+000, 1.0733151E+000, 1.1109692E+000, 4.4675148E-001, 4.6543104E-001, 5.0062755E-001, 5.7897695E-001, 1.7177532E+002, 1.8100531E+002, 2.0883331E+002, 2.2380242E+002, 2.3201555E+002, 1.9550167E+002, 1.8342065E+002, 2.0128967E+002, 2.3079779E+002, 2.4510986E+002
 5.4000604E+002, 8.5508317E+001, 3.9356331E+001, 4.1016462E+001, 4.2056354E+001, 4.7305627E+001, 1.2814206E+002, 1.2440320E+002, 1.2443991E+002, 1.2224246E+002, 1.1498234E+002, 8.4870944E+001, 8.9930887E+001, 6.8296015E+001, 7.2674133E+001, 7.5935622E+001, 8.0086110E+001, 8.2416234E+001, 9.8044221E-002, 8.7903643E-002, 8.2396135E-001, 9.4843974E-001, 1.0115867E+000, 9.6969862E-001, 4.8256383E-001, 5.2921343E-001, 5.7801206E-001, 6.6442556E-001, 1.6671137E+002, 1.7460456E+002, 2.0141341E+002, 2.1635693E+002, 2.2484230E+002, 1.8618311E+002, 1.8117079E+002, 1.9675206E+002, 2.2474391E+002, 2.3868836E+002
 5.5000373E+002, 8.4856016E+001, 3.9076938E+001, 4.0955412E+001, 4.2101919E+001, 4.7871710E+001, 1.2587664E+002, 1.2135939E+002, 1.2122489E+002, 1.1890868E+002, 1.1157330E+002, 8.3309634E+001, 8.8041566E+001, 6.6582788E+001, 7.1189062E+001, 7.4756538E+001, 7.8975192E+001, 8.1873545E+001, 8.8613124E-002, 1.0117092E-001, 5.7523035E-001, 6.6047989E-001, 7.2114827E-001, 7.8519580E-001, 3.8614699E-001, 4.1055899E-001, 4.5197840E-001, 5.2897726E-001, 1.6134692E+002, 1.6735423E+002, 1.9503383E+002, 2.1263224E+002, 2.2190048E+002, 1.8041221E+002, 1.7817761E+002, 1.9633089E+002, 2.1963801E+002, 2.3333936E+002
 5.6000462E+002, 8.1682511E+001, 3.8344031E+001, 3.9890213E+001, 4.1233215E+001, 4.7029530E+001, 1.1944375E+002, 1.1175903E+002, 1.1202027E+002, 1.1105515E+002, 1.0495563E+002, 8.0675576E+001, 8.4324392E+001, 6.3542987E+001, 6.7984059E+001, 7.1138884E+001, 7.5027874E+001, 7.6892917E+001, 8.8905796E-002, 6.7769455E-002, 5.6384795E-001, 6.4456902E-001, 7.2472287E-001, 7.5360434E-001, 3.3660844E-001, 3.4441020E-001, 3.4313371E-001, 3.5852816E-001, 1.5661994E+002, 1.6347028E+002, 1.9045120E+002, 2.0838748E+002, 2.1748207E+002, 1.7340624E+002, 1.7392041E+002, 1.9657273E+002, 2.1495752E+002, 2.2846824E+002
 5.7000135E+002, 8.2746998E+001, 3.7893683E+001, 3.8886510E+001, 4.0348837E+001, 4.5138698E+001, 1.1200602E+002, 1.0671753E+002, 1.0691346E+002, 1.0588322E+002, 1.0098774E+002, 7.9406119E+001, 8.0693296E+001, 6.2358342E+001, 6.6075125E+001, 6.8410547E+001, 7.1725200E+001, 7.3545565E+001, 8.1913975E-002, 7.5220622E-002, 5.3452869E-001, 5.8890477E-001, 6.5482569E-001, 7.4564089E-001, 3.7852179E-001, 3.8596911E-001, 4.0330466E-001, 4.3588893E-001, 1.5317249E+002, 1.6096304E+002, 1.8685146E+002, 2.0249201E+002, 2.1187885E+002, 1.6728576E+002, 1.6699721E+002, 1.8646299E+002, 2.1017910E+002, 2.2161045E+002
 5.8000787E+002, 8.1846894E+001, 3.7408345E+001, 3.8271264E+001, 3.9683779E+001, 4.4767655E+001, 1.0911466E+002, 1.0446130E+002, 1.0500016E+002, 1.0401426E+002, 1.0053111E+002, 7.8750881E+001, 8.1370818E+001, 6.1970568E+001, 6.4604652E+001, 6.5928997E+001, 6.8120094E+001, 6.9141328E+001, 7.7277345E-002, 6.4301745E-002, 5.8149299E-001, 6.8397906E-001, 7.4426393E-001, 8.0095069E-001, 3.7081516E-001, 3.7824622E-001, 3.7612424E-001, 4.0678510E-001, 1.5042545E+002, 1.5938952E+002, 1.8200030E+002, 1.9523742E+002, 2.0436206E+002, 1.6311970E+002, 1.6236461E+002, 1.7958391E+002, 2.0567269E+002, 2.2077551E+002
 5.9000911E+002, 7.8490429E+001, 3.6960523E+001, 3.7764707E+001, 3.9062068E+001, 4.4477620E+001, 1.0814581E+002, 1.0297957E+002, 1.0385756E+002, 1.0289048E+002, 9.9570432E+001, 7.7630391E+001, 8.0695701E+001, 5.9434782E+001, 6.1386012E+001, 6.2344570E+001, 6.4458469E+001, 6.7861472E+001, 7.5694775E-002, 6.8977834E-002, 5.1273595E-001, 5.6825381E-001, 6.2804195E-001, 7.1031258E-001, 2.7511566E-001, 2.6310469E-001, 2.6051494E-001, 2.7660186E-001, 1.4840397E+002, 1.5790268E+002, 1.7752040E+002, 1.9133474E+002, 2.0068189E+002, 1.6334800E+002, 1.5835633E+002, 1.7134380E+002, 1.9781488E+002, 2.1452267E+002
 6.0000127E+002, 7.6828296E+001, 3.6415179E+001, 3.7168632E+001, 3.8644192E+001, 4.4465864E+001, 1.0716750E+002, 9.8796295E+001, 9.9534049E+001, 9.9005673E+001, 9.6231948E+001, 7.5539896E+001, 7.7268452E+001, 5.9619568E+001, 6.1552563E+001, 6.2691529E+001, 6.4375427E+001, 6.6636435E+001, 7.4153629E-002, 7.1306284E-002, 5.8609715E-001, 6.3895676E-001, 6.8468840E-001, 7.2036744E-001, 4.0035439E-001, 4.3194004E-001, 4.5455127E-001, 4.7398682E-001, 1.4515689E+002, 1.5336926E+002, 1.7183837E+002, 1.8675159E+002, 1.9612772E+002, 1.6914681E+002, 1.5647602E+002, 1.6464621E+002, 1.9030951E+002, 2.0477472E+002
 6.1000617E+002, 7.6435585E+001, 3.6401394E+001, 3.7024531E+001, 3.8405676E+001, 4.4466552E+001, 1.0695825E+002, 9.9411261E+001, 9.9823275E+001, 9.9309505E+001, 9.6483018E+001, 7.6147618E+001, 7.4433805E+001, 5.8787769E+001, 6.1654698E+001, 6.3356661E+001, 6.5232752E+001, 6.6137273E+001, 7.8737989E-002, 6.3137351E-002, 5.0539338E-001, 5.9300862E-001, 6.6962576E-001, 7.1484250E-001, 2.7318563E-001, 2.8072836E-001, 2.9452185E-001, 3.3914539E-001, 1.4272588E+002, 1.5105562E+002, 1.6911487E+002, 1.8183451E+002, 1.9130083E+002, 1.6742425E+002, 1.5207795E+002, 1.5953877E+002, 1.8523985E+002, 1.9861781E+002
 6.2000461E+002, 7.5474319E+001, 3.6558687E+001, 3.7134497E+001, 3.8037131E+001, 4.3461957E+001, 1.0582725E+002, 9.7726942E+001, 9.8256354E+001, 9.7658367E+001, 9.4750557E+001, 7.4793301E+001, 7.3187661E+001, 5.7832029E+001, 6.0569116E+001, 6.2317459E+001, 6.4774506E+001, 6.5966970E+001, 7.5256604E-002, 7.0925012E-002, 5.3151094E-001, 5.8060733E-001, 6.0934857E-001, 6.3607483E-001, 3.4421262E-001, 3.6242192E-001, 3.8953295E-001, 4.4476856E-001, 1.3957425E+002, 1.4606609E+002, 1.6516897E+002, 1.7856976E+002, 1.8750745E+002, 1.6808374E+002, 1.4442182E+002, 1.5028376E+002, 1.8045341E+002, 1.9719297E+002
 6.3000684E+002, 7.3018301E+001, 3.6439448E+001, 3.7251998E+001, 3.8196151E+001, 4.3145017E+001, 1.0276856E+002, 9.5699331E+001, 9.5913055E+001, 9.5578516E+001, 9.3193811E+001, 7.4771598E+001, 7.1947830E+001, 5.7479601E+001, 5.9813999E+001, 6.1668205E+001, 6.4711813E+001, 6.6113307E+001, 6.6786538E-002, 6.6724033E-002, 4.8146302E-001, 5.2829303E-001, 5.9419050E-001, 6.8371669E-001, 3.2614372E-001, 3.2822019E-001, 3.3707504E-001, 3.7207685E-001, 1.3470526E+002, 1.4144294E+002, 1.6103258E+002, 1.7582924E+002, 1.8351344E+002, 1.6943151E+002, 1.4360091E+002, 1.4822605E+002, 1.7353995E+002, 1.8928061E+002
 6.4000337E+002, 7.3288913E+001, 3.6274798E+001, 3.7262697E+001, 3.8275377E+001, 4.3730346E+001, 1.0059777E+002, 9.4381848E+001, 9.4707116E+001, 9.4680572E+001, 9.2731958E+001, 7.3584065E+001, 7.1827903E+001, 5.8778112E+001, 6.1232577E+001, 6.2513533E+001, 6.4290773E+001, 6.4579993E+001, 6.8583957E-002, 6.2493372E-002, 4.9240315E-001, 5.2974176E-001, 5.7833607E-001, 6.3842124E-001, 3.2175623E-001, 3.5656737E-001, 3.6735764E-001, 3.7901004E-001, 1.3156983E+002, 1.3853418E+002, 1.5688749E+002, 1.7195033E+002, 1.7912692E+002, 1.5766744E+002, 1.4363860E+002, 1.4711468E+002, 1.7096999E+002, 1.8319764E+002
 6.5000941E+002, 7.3118084E+001, 3.5832346E+001, 3.6739184E+001, 3.7879020E+001, 4.3698043E+001, 9.7867533E+001, 9.1556730E+001, 9.2093943E+001, 9.2620768E+001, 9.1001928E+001, 7.2486975E+001, 7.2047418E+001, 5.7958336E+001, 6.0562795E+001, 6.2169670E+001, 6.4122955E+001, 6.4242481E+001, 6.1117067E-002, 5.3903468E-002, 3.7160079E-001, 4.6432255E-001, 5.3072401E-001, 5.7433961E-001, 2.7920684E-001, 2.9106621E-001, 3.2031472E-001, 3.6947313E-001, 1.3003105E+002, 1.3609351E+002, 1.5316903E+002, 1.6727806E+002, 1.7430904E+002, 1.5290363E+002, 1.4366618E+002, 1.4782022E+002, 1.6997310E+002, 1.8116770E+002
 6.6000283E+002, 7.2224315E+001, 3.5458421E+001, 3.6388805E+001, 3.7395267E+001, 4.3470584E+001, 9.5341418E+001, 9.0008340E+001, 8.9994050E+001, 8.9493944E+001, 8.7146544E+001, 6.8909706E+001, 7.2282188E+001, 5.8784527E+001, 6.1224237E+001, 6.2779389E+001, 6.4577492E+001, 6.4870837E+001, 6.2641597E-002, 5.6760445E-002, 4.5210074E-001, 5.0661979E-001, 5.4082767E-001, 5.6435954E-001, 3.0696785E-001, 3.1383261E-001, 3.2815924E-001, 3.6058433E-001, 1.2725416E+002, 1.3495218E+002, 1.5091223E+002, 1.6476123E+002, 1.7236343E+002, 1.4293487E+002, 1.3834217E+002, 1.5044827E+002, 1.6873813E+002, 1.8098869E+002
 6.7000401E+002, 7.0881051E+001, 3.5218549E+001, 3.6198834E+001, 3.7299602E+001, 4.2620572E+001, 9.3219467E+001, 8.4156334E+001, 8.4334804E+001, 8.4527620E+001, 8.2913592E+001, 6.7752442E+001, 6.9385795E+001, 5.5645439E+001, 5.7727861E+001, 5.9178089E+001, 6.1119575E+001, 6.3004525E+001, 5.7366046E-002, 5.5247836E-002, 3.1364840E-001, 3.2490251E-001, 3.7122946E-001, 4.2391645E-001, 2.2986076E-001, 2.2490239E-001, 2.2977948E-001, 2.5524581E-001, 1.2637903E+002, 1.3351363E+002, 1.4936192E+002, 1.6184487E+002, 1.7064138E+002, 1.3905192E+002, 1.3524593E+002, 1.4610050E+002, 1.6820032E+002, 1.8008087E+002
