s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 7.1001281E+002, 3.1582331E+001, 3.6407192E+001, 3.7190828E+001, 3.7571998E+001, 3.8170746E+001, 9.5186011E+001, 9.6773007E+001, 9.3305580E+001, 8.9249722E+001, 8.2292253E+001, 6.1148906E+001, 3.7271002E+001, 4.1774058E+001, 4.3684418E+001, 4.4941391E+001, 4.6291997E+001, 4.5473558E+001, 3.7642033E-002, 4.4994722E-002, 5.1089304E-001, 5.4860876E-001, 5.6106285E-001, 5.3329717E-001, 9.0064662E-002, 1.0958209E-001, 1.2343716E-001, 1.3697500E-001, 1.1017654E+002, 1.1237956E+002, 1.1708770E+002, 1.2052270E+002, 1.2528950E+002, 9.9335008E+001, 1.0365905E+002, 1.1892243E+002, 1.2917788E+002, 1.3427822E+002
 7.2000559E+002, 3.1588093E+001, 3.6957223E+001, 3.7599246E+001, 3.7905397E+001, 3.8872836E+001, 9.4933247E+001, 9.6379083E+001, 9.3091555E+001, 8.9279119E+001, 8.2669300E+001, 6.1309127E+001, 3.7258708E+001, 4.1859720E+001, 4.3728132E+001, 4.4904240E+001, 4.6054413E+001, 4.5222475E+001, 3.3878979E-002, 3.2216907E-002, 5.1090894E-001, 5.4455222E-001, 5.5550809E-001, 5.5114355E-001, 7.7778014E-002, 9.3572056E-002, 1.0646093E-001, 1.2200682E-001, 1.0958466E+002, 1.1178043E+002, 1.1577709E+002, 1.1895334E+002, 1.2339805E+002, 9.7631411E+001, 1.0207784E+002, 1.1802706E+002, 1.2725509E+002, 1.3196120E+002
 7.3000825E+002, 3.1611754E+001, 3.6683556E+001, 3.7412622E+001, 3.7798166E+001, 3.8726892E+001, 9.3817969E+001, 9.5802165E+001, 9.2413008E+001, 8.8599849E+001, 8.2181676E+001, 6.1170254E+001, 3.7351677E+001, 4.1784571E+001, 4.3514979E+001, 4.4539403E+001, 4.5435318E+001, 4.4479376E+001, 1.7434186E-002, 3.3499471E-002, 5.1028063E-001, 5.4360456E-001, 5.5257292E-001, 5.2914531E-001, 8.2669933E-002, 9.5909611E-002, 1.0604629E-001, 1.1287746E-001, 1.0716074E+002, 1.1035468E+002, 1.1409443E+002, 1.1733369E+002, 1.2186809E+002, 9.6736444E+001, 1.0028707E+002, 1.1554909E+002, 1.2622146E+002, 1.3115182E+002
 7.4001221E+002, 3.1541193E+001, 3.6359979E+001, 3.7102650E+001, 3.7568611E+001, 3.8187852E+001, 9.3443158E+001, 9.5512576E+001, 9.2340424E+001, 8.8639937E+001, 8.2181951E+001, 6.0964483E+001, 3.7351475E+001, 4.1690248E+001, 4.3300781E+001, 4.4255312E+001, 4.5053256E+001, 4.4392353E+001, 2.8952027E-002, 3.0010550E-002, 5.0053481E-001, 5.4176103E-001, 5.4816481E-001, 5.1501781E-001, 8.6280496E-002, 9.8998586E-002, 1.0828514E-001, 1.2483150E-001, 1.0603985E+002, 1.0930625E+002, 1.1288190E+002, 1.1612380E+002, 1.2165744E+002, 9.4938610E+001, 9.8480799E+001, 1.1383055E+002, 1.2476551E+002, 1.2950968E+002
 7.5000930E+002, 3.1497295E+001, 3.6026254E+001, 3.6732454E+001, 3.7287891E+001, 3.7678333E+001, 9.1855414E+001, 9.4544723E+001, 9.1563978E+001, 8.7887465E+001, 8.1306467E+001, 6.0317301E+001, 3.7266465E+001, 4.1305054E+001, 4.2726259E+001, 4.3577013E+001, 4.4505710E+001, 4.4483356E+001, 1.6845627E-002, 2.7659016E-002, 4.7532988E-001, 5.1433731E-001, 5.2747738E-001, 5.1600938E-001, 7.8823847E-002, 8.9669768E-002, 9.8524147E-002, 1.1171661E-001, 1.0536768E+002, 1.0779720E+002, 1.1134306E+002, 1.1462810E+002, 1.1955610E+002, 9.3725321E+001, 9.7831859E+001, 1.1316842E+002, 1.2317243E+002, 1.2770131E+002
 7.6001146E+002, 3.1452628E+001, 3.5684120E+001, 3.6334681E+001, 3.6858802E+001, 3.7244141E+001, 9.0226124E+001, 9.3474394E+001, 9.0744191E+001, 8.7412029E+001, 8.1336396E+001, 6.0629645E+001, 3.7180880E+001, 4.1442984E+001, 4.2892775E+001, 4.3742639E+001, 4.4678870E+001, 4.4086538E+001, 2.0616074E-002, 2.6684111E-002, 4.7626611E-001, 5.1844752E-001, 5.3354389E-001, 5.2802303E-001, 7.7814036E-002, 9.0987060E-002, 1.0105171E-001, 1.1533540E-001, 1.0520834E+002, 1.0627352E+002, 1.1034975E+002, 1.1389509E+002, 1.1824297E+002, 9.3523218E+001, 9.7912787E+001, 1.1294961E+002, 1.2151381E+002, 1.2619133E+002
 7.7001280E+002, 3.1625034E+001, 3.5360451E+001, 3.6036088E+001, 3.6499617E+001, 3.7532607E+001, 8.9792894E+001, 9.2922165E+001, 9.0169324E+001, 8.6950400E+001, 8.1090666E+001, 6.0351964E+001, 3.6956161E+001, 4.1297280E+001, 4.2737854E+001, 4.3589727E+001, 4.4424281E+001, 4.3584409E+001, 2.4939612E-002, 2.9794869E-002, 4.7645039E-001, 5.1637455E-001, 5.3217063E-001, 5.1649545E-001, 7.7269744E-002, 9.3570358E-002, 1.0732485E-001, 1.2037134E-001, 1.0406310E+002, 1.0496359E+002, 1.0935239E+002, 1.1283119E+002, 1.1706848E+002, 9.3257363E+001, 9.7034882E+001, 1.1149170E+002, 1.2052471E+002, 1.2526740E+002
 7.8000674E+002, 3.1575920E+001, 3.5185728E+001, 3.5844370E+001, 3.6414686E+001, 3.8339688E+001, 8.9021425E+001, 9.1216845E+001, 8.8157829E+001, 8.4776495E+001, 7.8604213E+001, 5.8336902E+001, 3.6895477E+001, 4.1051193E+001, 4.2504587E+001, 4.3370465E+001, 4.4144880E+001, 4.3616397E+001, 1.4275271E-002, 1.8623527E-002, 4.2567150E-001, 4.4809798E-001, 4.4820092E-001, 4.1486197E-001, 7.7498544E-002, 9.0249690E-002, 9.8084059E-002, 1.0756510E-001, 1.0274878E+002, 1.0404283E+002, 1.0781442E+002, 1.1128603E+002, 1.1519171E+002, 9.2285770E+001, 9.6049268E+001, 1.1054854E+002, 1.1973009E+002, 1.2414731E+002
 7.9000553E+002, 3.1444617E+001, 3.5226130E+001, 3.5704166E+001, 3.6030607E+001, 3.8083852E+001, 8.8019373E+001, 9.0179597E+001, 8.7199769E+001, 8.3859484E+001, 7.7824224E+001, 5.8069075E+001, 3.6617811E+001, 4.1270565E+001, 4.2650372E+001, 4.3393400E+001, 4.3987985E+001, 4.3814362E+001, 2.5088324E-002, 2.6833069E-002, 4.5124390E-001, 4.8418367E-001, 4.9087507E-001, 4.7009250E-001, 8.4568514E-002, 9.8271976E-002, 1.0748457E-001, 1.1723081E-001, 1.0140458E+002, 1.0363868E+002, 1.0702826E+002, 1.1022860E+002, 1.1429747E+002, 9.1964655E+001, 9.5158445E+001, 1.0882347E+002, 1.1864990E+002, 1.2340876E+002
 8.0000805E+002, 3.1371479E+001, 3.5290776E+001, 3.5947614E+001, 3.6381353E+001, 3.7884849E+001, 8.7531828E+001, 8.9531682E+001, 8.6645451E+001, 8.3269393E+001, 7.7217814E+001, 5.7569679E+001, 3.6502894E+001, 4.1315633E+001, 4.2802873E+001, 4.3619509E+001, 4.4180904E+001, 4.3707146E+001, 3.2584133E-002, 4.8235291E-002, 4.3255692E-001, 4.6674412E-001, 4.8074413E-001, 4.7505314E-001, 7.4866829E-002, 8.8991423E-002, 9.9797923E-002, 1.0993930E-001, 1.0077691E+002, 1.0304728E+002, 1.0625130E+002, 1.0918862E+002, 1.1357536E+002, 9.1945292E+001, 9.4915691E+001, 1.0702426E+002, 1.1716712E+002, 1.2214634E+002
 8.1001585E+002, 3.1316048E+001, 3.5828306E+001, 3.6561659E+001, 3.6982649E+001, 3.7992923E+001, 8.6538927E+001, 8.8707779E+001, 8.6117677E+001, 8.3089673E+001, 7.7568435E+001, 5.7793433E+001, 3.6324138E+001, 4.1037188E+001, 4.2554904E+001, 4.3259211E+001, 4.3753153E+001, 4.3030964E+001, 2.4943631E-002, 2.6696325E-002, 4.1763351E-001, 4.6396524E-001, 4.8681883E-001, 4.8583356E-001, 6.6318174E-002, 7.9685525E-002, 8.8826925E-002, 1.0088876E-001, 9.9653522E+001, 1.0199305E+002, 1.0549474E+002, 1.0807601E+002, 1.1201169E+002, 9.1418138E+001, 9.4427263E+001, 1.0630528E+002, 1.1608604E+002, 1.2085800E+002
 8.2001126E+002, 3.1234549E+001, 3.5585367E+001, 3.6251812E+001, 3.6584802E+001, 3.7357003E+001, 8.5237028E+001, 8.7685082E+001, 8.5376060E+001, 8.2645273E+001, 7.7583091E+001, 5.8509180E+001, 3.6240913E+001, 4.0816035E+001, 4.2229572E+001, 4.2824805E+001, 4.3215985E+001, 4.2356095E+001, 2.0857384E-002, 3.3978873E-002, 4.2774294E-001, 4.6483201E-001, 4.7580486E-001, 4.5973554E-001, 7.0684444E-002, 8.2826246E-002, 9.2296944E-002, 1.0144605E-001, 9.8217209E+001, 1.0082026E+002, 1.0430011E+002, 1.0685984E+002, 1.1087248E+002, 9.0328438E+001, 9.2686536E+001, 1.0504481E+002, 1.1508547E+002, 1.1974235E+002
 8.3001135E+002, 3.1171953E+001, 3.5503998E+001, 3.6438748E+001, 3.6990941E+001, 3.7441459E+001, 8.4490969E+001, 8.7127876E+001, 8.4684194E+001, 8.1729621E+001, 7.6288530E+001, 5.8663695E+001, 3.6251572E+001, 4.0452595E+001, 4.2006016E+001, 4.2747528E+001, 4.3324619E+001, 4.2800488E+001, 2.2093070E-002, 3.2277226E-002, 4.0724753E-001, 4.3233837E-001, 4.3324964E-001, 4.1054446E-001, 6.4537430E-002, 7.7744427E-002, 8.7706946E-002, 1.0253349E-001, 9.7550108E+001, 9.9797379E+001, 1.0341501E+002, 1.0597614E+002, 1.0991616E+002, 8.9487883E+001, 9.2180884E+001, 1.0483531E+002, 1.1367729E+002, 1.1833095E+002
 8.4001597E+002, 3.1096529E+001, 3.5513004E+001, 3.6288130E+001, 3.6683123E+001, 3.7143416E+001, 8.3194002E+001, 8.5688233E+001, 8.3118955E+001, 8.0086124E+001, 7.4930679E+001, 5.7827626E+001, 3.6218420E+001, 3.9929278E+001, 4.1414088E+001, 4.2208763E+001, 4.2990126E+001, 4.3170428E+001, 2.6509040E-002, 2.4618415E-002, 3.9217545E-001, 4.2678250E-001, 4.4228037E-001, 4.4205394E-001, 6.1060610E-002, 6.9209124E-002, 7.6541454E-002, 9.1317261E-002, 9.6865949E+001, 9.9538108E+001, 1.0286519E+002, 1.0551824E+002, 1.1024057E+002, 8.8899320E+001, 9.1581623E+001, 1.0331312E+002, 1.1265091E+002, 1.1718507E+002
 8.5001618E+002, 3.1187418E+001, 3.5869348E+001, 3.6487664E+001, 3.6704812E+001, 3.6619093E+001, 8.2404064E+001, 8.5340213E+001, 8.3082927E+001, 8.0291735E+001, 7.5245099E+001, 5.7283914E+001, 3.6036866E+001, 3.9622717E+001, 4.0954120E+001, 4.1771322E+001, 4.2598795E+001, 4.3216687E+001, 3.0742078E-002, 3.6192492E-002, 4.0568902E-001, 4.5079503E-001, 4.7206893E-001, 4.6704227E-001, 6.3125291E-002, 7.2550877E-002, 8.3630380E-002, 9.8062353E-002, 9.6723067E+001, 9.8564208E+001, 1.0173073E+002, 1.0424722E+002, 1.0843625E+002, 8.7474934E+001, 9.0212905E+001, 1.0251069E+002, 1.1163114E+002, 1.1601481E+002
 8.6000858E+002, 3.1364050E+001, 3.5713451E+001, 3.6241976E+001, 3.6387853E+001, 3.6626206E+001, 8.1946817E+001, 8.5398547E+001, 8.3376362E+001, 8.0684991E+001, 7.5338166E+001, 5.6976406E+001, 3.5930927E+001, 3.9960923E+001, 4.1368722E+001, 4.2262582E+001, 4.3107071E+001, 4.2948639E+001, 1.6255869E-002, 1.8071009E-002, 4.1326649E-001, 4.5157575E-001, 4.6115125E-001, 4.3480571E-001, 7.8212339E-002, 9.5122133E-002, 1.0611166E-001, 1.1482028E-001, 9.5052035E+001, 9.7007006E+001, 1.0055242E+002, 1.0345676E+002, 1.0731516E+002, 8.6145697E+001, 8.9695354E+001, 1.0235607E+002, 1.1069529E+002, 1.1483216E+002
 8.7001749E+002, 3.1345601E+001, 3.5547773E+001, 3.5914270E+001, 3.5957375E+001, 3.6267861E+001, 8.1720502E+001, 8.5198168E+001, 8.3054626E+001, 8.0099696E+001, 7.4379681E+001, 5.6574392E+001, 3.5801359E+001, 4.0314519E+001, 4.1856782E+001, 4.2736386E+001, 4.3475872E+001, 4.3087653E+001, 2.4156842E-002, 3.1487106E-002, 3.8866018E-001, 4.1984603E-001, 4.2780205E-001, 4.1690815E-001, 6.4471888E-002, 7.5674828E-002, 8.3967047E-002, 9.7652481E-002, 9.4675802E+001, 9.6179182E+001, 9.9506201E+001, 1.0249480E+002, 1.0597337E+002, 8.5086062E+001, 8.8414886E+001, 1.0149025E+002, 1.0976192E+002, 1.1373687E+002
 8.8001284E+002, 3.1318213E+001, 3.5440775E+001, 3.6003536E+001, 3.6224808E+001, 3.6151698E+001, 8.1521445E+001, 8.4588029E+001, 8.2170730E+001, 7.9132171E+001, 7.3724198E+001, 5.7049614E+001, 3.5826557E+001, 4.0196737E+001, 4.1669548E+001, 4.2450742E+001, 4.3128603E+001, 4.2690647E+001, 1.9547297E-002, 1.6743726E-002, 3.9153644E-001, 4.1799210E-001, 4.2617325E-001, 4.1329274E-001, 7.3168331E-002, 8.5693394E-002, 9.4078972E-002, 1.0346189E-001, 9.3801834E+001, 9.5565311E+001, 9.8951667E+001, 1.0191800E+002, 1.0568382E+002, 8.4434704E+001, 8.7354523E+001, 1.0056774E+002, 1.0894955E+002, 1.1283359E+002
 8.9001337E+002, 3.1257188E+001, 3.5524076E+001, 3.6073148E+001, 3.6219769E+001, 3.6383723E+001, 8.0999631E+001, 8.3833355E+001, 8.1548085E+001, 7.8740906E+001, 7.3553259E+001, 5.6605757E+001, 3.5821951E+001, 4.0376733E+001, 4.1736737E+001, 4.2560934E+001, 4.3299287E+001, 4.2620100E+001, 2.5028347E-002, 3.7980521E-002, 3.6891442E-001, 4.0746370E-001, 4.2924882E-001, 4.3957828E-001, 7.1977092E-002, 8.1418559E-002, 9.1992782E-002, 1.0772157E-001, 9.2764338E+001, 9.4274348E+001, 9.8612437E+001, 1.0110789E+002, 1.0485483E+002, 8.4094916E+001, 8.6644607E+001, 9.9230887E+001, 1.0777603E+002, 1.1174688E+002
 9.0001252E+002, 3.1144453E+001, 3.5230332E+001, 3.5844961E+001, 3.6072711E+001, 3.6402105E+001, 7.9830866E+001, 8.2330470E+001, 7.9983513E+001, 7.7164833E+001, 7.2314126E+001, 5.6592238E+001, 3.5709884E+001, 4.0698749E+001, 4.1952792E+001, 4.2825885E+001, 4.3744556E+001, 4.3068927E+001, 1.9371437E-002, 2.6354787E-002, 3.5531046E-001, 3.8205204E-001, 3.8441619E-001, 3.6593144E-001, 7.2165527E-002, 8.3008362E-002, 9.2194419E-002, 1.0766915E-001, 9.2116080E+001, 9.3396449E+001, 9.7333001E+001, 1.0004457E+002, 1.0375813E+002, 8.4156754E+001, 8.6411923E+001, 9.9220179E+001, 1.0657092E+002, 1.1040157E+002
 9.1000015E+002, 3.1146299E+001, 3.5168149E+001, 3.5934783E+001, 3.6190460E+001, 3.6499133E+001, 7.9042536E+001, 8.1186345E+001, 7.8985169E+001, 7.6372492E+001, 7.1954682E+001, 5.6900548E+001, 3.5851004E+001, 4.0341424E+001, 4.1375647E+001, 4.2033762E+001, 4.2756221E+001, 4.2320632E+001, 1.8902270E-002, 2.5127056E-002, 3.3375591E-001, 3.5629478E-001, 3.6867346E-001, 3.7715683E-001, 9.0000884E-002, 9.7405625E-002, 9.8625863E-002, 9.7985181E-002, 9.1357533E+001, 9.3437608E+001, 9.7804065E+001, 1.0123366E+002, 1.0556393E+002, 8.3516976E+001, 8.6546480E+001, 9.9025306E+001, 1.0606644E+002, 1.1013487E+002
 9.2000317E+002, 3.1162655E+001, 3.5033740E+001, 3.5586316E+001, 3.5965027E+001, 3.6890945E+001, 7.9199615E+001, 7.8035331E+001, 7.5460992E+001, 7.2802793E+001, 6.8624585E+001, 5.5512133E+001, 4.7894967E+001, 4.9828876E+001, 5.0179537E+001, 4.9963863E+001, 4.9345899E+001, 4.5846439E+001, 5.7223217E-002, 4.3174502E-002, 3.8665702E-001, 3.6854770E-001, 3.4160374E-001, 3.0352180E-001, 5.2503368E-001, 5.2374236E-001, 5.0825130E-001, 4.6860279E-001, 1.0213412E+002, 1.0847360E+002, 1.2259925E+002, 1.2621270E+002, 1.2861677E+002, 9.9500628E+001, 1.0581375E+002, 1.1623327E+002, 1.2016550E+002, 1.2188370E+002
 9.3000413E+002, 3.1871616E+001, 3.7693680E+001, 3.8246796E+001, 3.8862473E+001, 3.9192814E+001, 9.6698908E+001, 9.4667611E+001, 9.0546575E+001, 8.6298082E+001, 7.9758595E+001, 6.0762657E+001, 8.3493067E+001, 7.8555144E+001, 7.6212127E+001, 7.3054044E+001, 6.7919078E+001, 5.7774053E+001, 1.4348185E-001, 1.6750812E-001, 1.2451267E+000, 1.2648829E+000, 1.2465025E+000, 1.1646326E+000, 9.9703875E-001, 9.8873209E-001, 9.3773190E-001, 8.2471949E-001, 1.5846707E+002, 1.7457236E+002, 1.9367380E+002, 1.9583085E+002, 1.9450504E+002, 1.4740366E+002, 1.5585351E+002, 1.6258726E+002, 1.6520846E+002, 1.6284789E+002
 9.4000129E+002, 3.2985086E+001, 4.1596324E+001, 4.2037771E+001, 4.2762582E+001, 4.5291396E+001, 1.2398183E+002, 1.3200270E+002, 1.2646148E+002, 1.2058035E+002, 1.1057296E+002, 7.6538139E+001, 1.1122635E+002, 9.4773607E+001, 9.1269463E+001, 8.6938506E+001, 7.9935110E+001, 6.6161534E+001, 1.9046750E-001, 1.6560918E-001, 1.7057546E+000, 1.6988845E+000, 1.6408406E+000, 1.4645786E+000, 7.9993991E-001, 8.2423011E-001, 8.2885029E-001, 8.1501159E-001, 2.6435379E+002, 2.7975738E+002, 2.9105135E+002, 2.8507312E+002, 2.8009243E+002, 2.1184315E+002, 2.2333599E+002, 2.3095772E+002, 2.3082500E+002, 2.2427952E+002
 9.5000107E+002, 3.4306236E+001, 4.4345461E+001, 4.5395742E+001, 4.6281279E+001, 4.8181298E+001, 1.6241066E+002, 1.5821024E+002, 1.4817178E+002, 1.3881809E+002, 1.2450144E+002, 8.5786449E+001, 1.5095523E+002, 1.2648444E+002, 1.2360508E+002, 1.1815266E+002, 1.0870458E+002, 8.7787220E+001, 2.1835835E-001, 2.1283673E-001, 2.2276971E+000, 2.0704993E+000, 1.9320021E+000, 1.7442052E+000, 2.0460131E+000, 2.1055128E+000, 2.0847802E+000, 1.9712585E+000, 3.5351113E+002, 3.7058179E+002, 3.8043914E+002, 3.7399846E+002, 3.6792498E+002, 2.8274006E+002, 2.9860986E+002, 3.0651196E+002, 3.0524025E+002, 2.9503504E+002
 9.6000270E+002, 3.8082818E+001, 5.0523462E+001, 5.1471353E+001, 5.1546104E+001, 5.4042009E+001, 2.1165322E+002, 2.0447804E+002, 1.8951120E+002, 1.7616899E+002, 1.5539860E+002, 1.0034554E+002, 1.6964424E+002, 1.4534174E+002, 1.4428343E+002, 1.3906490E+002, 1.2954039E+002, 1.0594745E+002, 4.2940420E-001, 3.9549066E-001, 3.3996819E+000, 3.2330743E+000, 3.0363578E+000, 2.6081456E+000, 1.3442512E+000, 1.4587115E+000, 1.5080280E+000, 1.5313565E+000, 4.3039733E+002, 4.4706364E+002, 4.6057243E+002, 4.5696609E+002, 4.5126263E+002, 3.5989795E+002, 3.7511214E+002, 3.8582139E+002, 3.8245982E+002, 3.7393645E+002
 9.7000110E+002, 4.2092369E+001, 5.6575363E+001, 5.8076083E+001, 5.8298887E+001, 5.9787950E+001, 2.4961698E+002, 2.4401920E+002, 2.2668036E+002, 2.1026281E+002, 1.8255944E+002, 1.1599983E+002, 1.9373866E+002, 1.5319609E+002, 1.5304065E+002, 1.4975620E+002, 1.4280573E+002, 1.1689792E+002, 3.6977809E-001, 3.0559186E-001, 3.4430916E+000, 3.2714941E+000, 3.0820729E+000, 2.6711818E+000, 2.0228332E+000, 2.0939271E+000, 2.1504618E+000, 2.2255406E+000, 5.1057561E+002, 5.3041920E+002, 5.3548720E+002, 5.3103179E+002, 5.2682021E+002, 4.1889489E+002, 4.3576374E+002, 4.5027797E+002, 4.4891950E+002, 4.4143345E+002
 9.8000424E+002, 4.4373841E+001, 5.8036716E+001, 5.9716584E+001, 6.1129259E+001, 6.1652899E+001, 2.8188341E+002, 2.5891187E+002, 2.3802701E+002, 2.1746974E+002, 1.8489617E+002, 1.2369382E+002, 2.8707464E+002, 1.8634738E+002, 1.8978496E+002, 1.8863437E+002, 1.8161843E+002, 1.3731018E+002, 4.4323817E-001, 4.0381932E-001, 3.6296968E+000, 3.3529024E+000, 3.0578591E+000, 2.5927137E+000, 3.2128606E+000, 3.3488552E+000, 3.4372665E+000, 3.4301934E+000, 5.5343073E+002, 5.9644397E+002, 6.2576602E+002, 6.0404147E+002, 5.9210955E+002, 4.7553408E+002, 4.9494438E+002, 5.1261720E+002, 5.1276882E+002, 5.0525538E+002
 9.9000209E+002, 4.8995586E+001, 6.1467118E+001, 6.2935909E+001, 6.3775564E+001, 6.2367207E+001, 3.1918188E+002, 2.8489943E+002, 2.6195105E+002, 2.4026962E+002, 2.0736196E+002, 1.3365097E+002, 3.6680767E+002, 2.1116345E+002, 2.1342939E+002, 2.1221015E+002, 2.0562865E+002, 1.6226422E+002, 5.8865143E-001, 4.9495820E-001, 5.2063093E+000, 4.7606971E+000, 4.3869117E+000, 3.8673597E+000, 3.3418955E+000, 3.3345214E+000, 3.3372794E+000, 3.3278661E+000, 6.0067020E+002, 6.3649553E+002, 7.0809105E+002, 7.0015159E+002, 6.8165844E+002, 5.3782658E+002, 5.5838621E+002, 5.7969236E+002, 5.7980079E+002, 5.6987921E+002
 1.0000005E+003, 5.7108393E+001, 6.7081074E+001, 6.9077569E+001, 6.8485456E+001, 6.4202009E+001, 3.8040611E+002, 3.4460902E+002, 3.1617359E+002, 2.8877911E+002, 2.4699225E+002, 1.5262896E+002, 4.0055203E+002, 2.2276854E+002, 2.2434031E+002, 2.2313543E+002, 2.1733529E+002, 1.7712508E+002, 8.1017768E-001, 5.7358466E-001, 7.3262566E+000, 6.4716580E+000, 5.7681404E+000, 4.7731225E+000, 3.6265523E+000, 3.5665990E+000, 3.5635684E+000, 3.6462007E+000, 6.6017937E+002, 6.9664133E+002, 7.5128887E+002, 7.5782152E+002, 7.5953800E+002, 5.7744884E+002, 6.0645626E+002, 6.3119184E+002, 6.3564833E+002, 6.2719028E+002
 1.0100034E+003, 6.9464376E+001, 7.4708846E+001, 7.5112244E+001, 7.2597235E+001, 7.1023128E+001, 4.5746517E+002, 4.0578074E+002, 3.7195659E+002, 3.4085923E+002, 2.9377944E+002, 1.7300870E+002, 4.1871037E+002, 2.3249266E+002, 2.3489792E+002, 2.3442915E+002, 2.2971524E+002, 1.9099030E+002, 1.0603279E+000, 6.7081083E-001, 9.2101413E+000, 8.1837639E+000, 7.4243345E+000, 6.4355733E+000, 3.8124720E+000, 3.6307071E+000, 3.5904329E+000, 3.5383788E+000, 7.1405821E+002, 7.5229171E+002, 7.7325901E+002, 7.7527773E+002, 7.7653533E+002, 5.9644207E+002, 6.2317657E+002, 6.4568166E+002, 6.4939374E+002, 6.4368612E+002
 1.0200027E+003, 8.2233825E+001, 8.1062535E+001, 7.9081256E+001, 7.5781047E+001, 7.2608887E+001, 5.1621346E+002, 4.5523423E+002, 4.1750169E+002, 3.8269349E+002, 3.3171240E+002, 1.9460548E+002, 4.5195061E+002, 2.4144420E+002, 2.4302385E+002, 2.4184934E+002, 2.3636428E+002, 1.9604733E+002, 1.3011328E+000, 8.6058830E-001, 1.1332538E+001, 9.6923562E+000, 8.3793290E+000, 6.7680144E+000, 4.5893849E+000, 4.3774369E+000, 4.2449596E+000, 4.1836057E+000, 6.9948943E+002, 7.2623015E+002, 7.7759806E+002, 7.9330418E+002, 7.8868917E+002, 6.0772575E+002, 6.2597971E+002, 6.4631216E+002, 6.5093762E+002, 6.4689993E+002
 1.0300011E+003, 9.3021903E+001, 8.9065313E+001, 8.5404747E+001, 8.1219528E+001, 8.0241782E+001, 5.7268741E+002, 5.0054637E+002, 4.5392263E+002, 4.1053851E+002, 3.4895093E+002, 1.9942059E+002, 4.6492131E+002, 2.4561132E+002, 2.4667932E+002, 2.4557645E+002, 2.4247525E+002, 1.9839542E+002, 1.7282401E+000, 1.0844056E+000, 1.3228246E+001, 1.1099993E+001, 9.5330305E+000, 7.5906053E+000, 5.0961786E+000, 4.7993040E+000, 4.6320222E+000, 4.4964769E+000, 7.4102960E+002, 7.8583796E+002, 8.2389502E+002, 8.1572510E+002, 8.0049254E+002, 6.2602653E+002, 6.3562222E+002, 6.5608394E+002, 6.5968965E+002, 6.5535673E+002
 1.0400026E+003, 1.0230130E+002, 1.0147344E+002, 9.6769845E+001, 9.1428345E+001, 8.9129308E+001, 6.1221071E+002, 5.3213519E+002, 4.7882746E+002, 4.3030871E+002, 3.6071428E+002, 2.0322536E+002, 5.0028114E+002, 2.6415569E+002, 2.6550456E+002, 2.6471833E+002, 2.6243802E+002, 2.0806403E+002, 1.6276537E+000, 1.1665227E+000, 1.3324310E+001, 1.0833513E+001, 9.0421426E+000, 7.0398084E+000, 5.4227384E+000, 5.1592190E+000, 5.0242641E+000, 4.9560473E+000, 7.5607490E+002, 7.8331737E+002, 8.0942162E+002, 8.0817641E+002, 7.9680249E+002, 6.4643110E+002, 6.5321467E+002, 6.7357416E+002, 6.7530564E+002, 6.6967307E+002
 1.0500006E+003, 1.0536956E+002, 1.0454894E+002, 9.9241843E+001, 9.4946180E+001, 9.1854735E+001, 6.1958384E+002, 5.5271955E+002, 4.9619629E+002, 4.4303998E+002, 3.7219038E+002, 2.1669121E+002, 5.1066105E+002, 2.6825876E+002, 2.7132580E+002, 2.7154483E+002, 2.6958668E+002, 2.2287071E+002, 1.6673297E+000, 1.0531569E+000, 1.4097269E+001, 1.1815712E+001, 9.8955079E+000, 7.7218508E+000, 6.0636922E+000, 5.7824409E+000, 5.5792538E+000, 5.3241351E+000, 7.6988072E+002, 8.0210625E+002, 8.3376735E+002, 8.3089340E+002, 8.1559455E+002, 6.5025995E+002, 6.5982664E+002, 6.7992888E+002, 6.8393555E+002, 6.7927091E+002
 1.0600010E+003, 1.0873655E+002, 1.0927479E+002, 1.0159181E+002, 9.6473241E+001, 9.8773940E+001, 6.3247087E+002, 5.5805184E+002, 5.0269606E+002, 4.4964063E+002, 3.7684951E+002, 2.2039210E+002, 5.1640509E+002, 2.8410857E+002, 2.8817121E+002, 2.8637596E+002, 2.7748011E+002, 2.1689164E+002, 1.8910892E+000, 1.2958150E+000, 1.4418341E+001, 1.1857872E+001, 9.9793786E+000, 7.7685570E+000, 5.4097185E+000, 5.1379084E+000, 4.9641732E+000, 4.7569263E+000, 7.7423059E+002, 7.9807437E+002, 8.3626551E+002, 8.2761765E+002, 8.1460638E+002, 6.6252122E+002, 6.7282941E+002, 6.9258925E+002, 6.9651347E+002, 6.9283160E+002
