s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
Time,TC_23,TC_20,TC_17,TC_14,TC_3,TC_22,TC_19,TC_16,TC_13,TC_11,TC_2,TC_21,TC_18,TC_15,TC_12,TC_10,TC_1,HF_10,HF_5,HF_9,HF_7,HF_4,HF_2,HF_8,HF_6,HF_3,HF_1,TC_32,TC_31,TC_30,TC_29,TC_28,TC_37,TC_36,TC_35,TC_34,TC_33
 1.4200059E+003, 7.1892895E+001, 3.9796457E+001, 3.9386000E+001, 3.9852675E+001, 4.3517836E+001, 1.2265259E+002, 1.0368331E+002, 9.8995549E+001, 9.5623744E+001, 9.2552200E+001, 7.4796429E+001, 9.4054067E+001, 6.9552080E+001, 7.6882767E+001, 8.2038406E+001, 8.6691581E+001, 8.6815855E+001, 9.5062521E-002, 7.6106289E-002, 6.6753859E-001, 6.3697129E-001, 6.2420564E-001, 6.2703902E-001, 4.7606839E-001, 5.2737222E-001, 6.3718654E-001, 7.5857054E-001, 2.0472077E+002, 2.0118901E+002, 1.9994443E+002, 2.0265648E+002, 2.1031701E+002, 1.7181068E+002, 1.6913353E+002, 1.7871681E+002, 1.9712411E+002, 2.1916107E+002
 1.4300054E+003, 7.1297937E+001, 3.9227137E+001, 3.8711796E+001, 3.9021553E+001, 4.2310383E+001, 1.1908530E+002, 9.9327937E+001, 9.5643042E+001, 9.2330666E+001, 8.7733520E+001, 7.2066880E+001, 9.1130516E+001, 6.6254264E+001, 7.3307277E+001, 7.8196661E+001, 8.3451312E+001, 8.4352711E+001, 1.0193790E-001, 7.6240627E-002, 6.4661127E-001, 6.3560516E-001, 5.8758317E-001, 5.1247857E-001, 4.2984970E-001, 4.6692470E-001, 5.0976104E-001, 6.0875156E-001, 2.0021694E+002, 1.9679545E+002, 1.9474800E+002, 1.9791544E+002, 2.0617104E+002, 1.6956490E+002, 1.6678621E+002, 1.7508749E+002, 1.9265137E+002, 2.1380795E+002
 1.4400015E+003, 7.0502263E+001, 3.8868017E+001, 3.8183326E+001, 3.8391290E+001, 4.2215217E+001, 1.1570825E+002, 9.6233274E+001, 9.3077510E+001, 9.0473769E+001, 8.6313790E+001, 7.1630680E+001, 9.0410220E+001, 6.4758970E+001, 7.1279031E+001, 7.5304050E+001, 8.0007262E+001, 8.2723460E+001, 8.5563656E-002, 7.1305763E-002, 5.6456457E-001, 5.8717273E-001, 6.3526097E-001, 6.6264807E-001, 4.2116425E-001, 4.6631725E-001, 4.8993941E-001, 5.2606282E-001, 1.9582089E+002, 1.9304511E+002, 1.9168756E+002, 1.9430407E+002, 2.0174257E+002, 1.6235944E+002, 1.6055987E+002, 1.6834522E+002, 1.8486904E+002, 2.0513021E+002
 1.4500025E+003, 7.0563532E+001, 3.8063846E+001, 3.7687593E+001, 3.7826244E+001, 4.2994873E+001, 1.1207392E+002, 9.4114081E+001, 9.0476236E+001, 8.7518758E+001, 8.3877725E+001, 6.9745167E+001, 8.7128009E+001, 6.2007384E+001, 6.7949844E+001, 7.1287182E+001, 7.5321033E+001, 7.9440208E+001, 8.2426592E-002, 6.8319647E-002, 5.9976288E-001, 5.9611946E-001, 5.5778822E-001, 5.2326385E-001, 3.8151233E-001, 3.8496589E-001, 3.8989264E-001, 4.4077605E-001, 1.8943877E+002, 1.8748858E+002, 1.8642033E+002, 1.8925234E+002, 1.9638510E+002, 1.5843500E+002, 1.5747038E+002, 1.6436209E+002, 1.7928648E+002, 1.9803138E+002
 1.4600040E+003, 6.9146185E+001, 3.7946347E+001, 3.7614433E+001, 3.7578292E+001, 4.2081079E+001, 1.0982531E+002, 9.5328959E+001, 9.1583320E+001, 8.7636818E+001, 8.2587259E+001, 6.7372215E+001, 8.3502336E+001, 6.1132723E+001, 6.6741438E+001, 7.0031578E+001, 7.3966602E+001, 7.9176024E+001, 9.4042862E-002, 7.9243126E-002, 6.9009448E-001, 6.6030378E-001, 6.0050579E-001, 5.3731222E-001, 3.9949993E-001, 4.3967295E-001, 4.8993096E-001, 5.4738327E-001, 1.8633048E+002, 1.8384281E+002, 1.8335425E+002, 1.8555558E+002, 1.9236680E+002, 1.5390480E+002, 1.5359919E+002, 1.6056405E+002, 1.7683098E+002, 1.9480727E+002
 1.4700051E+003, 6.7770698E+001, 3.8668396E+001, 3.8654921E+001, 3.8551208E+001, 4.0924818E+001, 1.0782483E+002, 9.3258712E+001, 8.7862769E+001, 8.3197574E+001, 7.8196872E+001, 6.4130973E+001, 7.9763047E+001, 5.8896790E+001, 6.3770902E+001, 6.6856218E+001, 7.0537666E+001, 7.6368942E+001, 9.1099374E-002, 8.5312216E-002, 4.7919449E-001, 4.3722041E-001, 4.0722192E-001, 4.0575189E-001, 3.4255533E-001, 3.4512886E-001, 3.6044388E-001, 3.9362252E-001, 1.7899907E+002, 1.7687298E+002, 1.7693184E+002, 1.7994717E+002, 1.8620527E+002, 1.4800369E+002, 1.4783875E+002, 1.5557671E+002, 1.7239446E+002, 1.9011810E+002
 1.4800030E+003, 6.6253318E+001, 3.7683352E+001, 3.7832560E+001, 3.7711956E+001, 4.0454279E+001, 1.0363472E+002, 8.8426412E+001, 8.4004525E+001, 8.0669999E+001, 7.6958775E+001, 6.2492773E+001, 7.7804849E+001, 5.6978205E+001, 6.1116912E+001, 6.3372751E+001, 6.6450764E+001, 7.1229907E+001, 6.9333134E-002, 5.5411023E-002, 4.9778256E-001, 5.0145172E-001, 5.2108520E-001, 5.1680759E-001, 3.5846458E-001, 3.6953556E-001, 3.7535173E-001, 4.0463779E-001, 1.7454976E+002, 1.7271907E+002, 1.7200949E+002, 1.7554939E+002, 1.8192295E+002, 1.4615829E+002, 1.4562652E+002, 1.5364628E+002, 1.6957773E+002, 1.8753333E+002
 1.4900044E+003, 6.5732983E+001, 3.6884397E+001, 3.7022074E+001, 3.6980370E+001, 4.0074151E+001, 1.0302036E+002, 8.8673118E+001, 8.4923815E+001, 8.1999341E+001, 7.7709626E+001, 6.4061592E+001, 7.6638680E+001, 5.6630583E+001, 6.0368238E+001, 6.2587044E+001, 6.6809954E+001, 7.1616798E+001, 7.1439223E-002, 6.0232060E-002, 5.8689859E-001, 5.8847576E-001, 5.8577571E-001, 5.6279348E-001, 3.6028432E-001, 3.7575541E-001, 4.2431389E-001, 5.2423707E-001, 1.7290161E+002, 1.7153133E+002, 1.6983025E+002, 1.7199210E+002, 1.7866059E+002, 1.4273400E+002, 1.4241837E+002, 1.5107672E+002, 1.6633783E+002, 1.8246910E+002
 1.5000076E+003, 6.4957061E+001, 3.6372313E+001, 3.6347596E+001, 3.6423942E+001, 4.0003654E+001, 1.0129009E+002, 8.6873818E+001, 8.2667130E+001, 7.9452348E+001, 7.5406230E+001, 6.2152480E+001, 7.4727690E+001, 5.6105186E+001, 5.9621787E+001, 6.2374840E+001, 6.6639687E+001, 7.0411817E+001, 7.1244403E-002, 5.3966779E-002, 4.7591196E-001, 4.4183521E-001, 4.0374547E-001, 3.5337393E-001, 3.2691043E-001, 3.3528291E-001, 3.6475469E-001, 4.3761607E-001, 1.6859244E+002, 1.6763549E+002, 1.6703756E+002, 1.6834415E+002, 1.7468136E+002, 1.3891201E+002, 1.3824990E+002, 1.4621280E+002, 1.6200638E+002, 1.7915933E+002
 1.5100026E+003, 6.4637595E+001, 3.6465963E+001, 3.6343194E+001, 3.6321333E+001, 3.8734992E+001, 1.0063869E+002, 8.6605076E+001, 8.2254002E+001, 7.8576969E+001, 7.3805377E+001, 6.0127721E+001, 7.3577282E+001, 5.4614654E+001, 5.8255189E+001, 6.1766979E+001, 6.7635762E+001, 6.9664915E+001, 7.4363766E-002, 6.3769437E-002, 5.3615722E-001, 5.2571745E-001, 5.0764392E-001, 4.7119392E-001, 2.8588424E-001, 2.9592911E-001, 3.3701542E-001, 4.3523620E-001, 1.6451834E+002, 1.6306875E+002, 1.6273909E+002, 1.6499028E+002, 1.7125728E+002, 1.3785087E+002, 1.3679469E+002, 1.4415818E+002, 1.5981497E+002, 1.7632576E+002
 1.5200076E+003, 6.4544994E+001, 3.6224127E+001, 3.6127715E+001, 3.5995444E+001, 3.8836119E+001, 9.9643102E+001, 8.5389766E+001, 8.1084016E+001, 7.7531253E+001, 7.2673438E+001, 6.2249907E+001, 7.3756723E+001, 5.3141513E+001, 5.6405054E+001, 5.9912212E+001, 6.6093050E+001, 6.9798256E+001, 6.2951517E-002, 4.9897956E-002, 5.1492354E-001, 4.9002139E-001, 4.6530377E-001, 4.3051969E-001, 3.1183714E-001, 3.2189369E-001, 3.4785687E-001, 4.1071092E-001, 1.6329166E+002, 1.6234466E+002, 1.6109856E+002, 1.6243559E+002, 1.6802801E+002, 1.3494646E+002, 1.3535942E+002, 1.4196425E+002, 1.5667217E+002, 1.7227989E+002
 1.5300009E+003, 6.3582156E+001, 3.5853835E+001, 3.5725599E+001, 3.5819459E+001, 3.9365455E+001, 9.9279592E+001, 8.3084369E+001, 7.8685930E+001, 7.5753352E+001, 7.1551014E+001, 6.2121693E+001, 7.2726908E+001, 5.2824540E+001, 5.6925081E+001, 6.0509291E+001, 6.4607048E+001, 6.8069024E+001, 6.3804497E-002, 5.5475634E-002, 4.3370242E-001, 3.8325986E-001, 3.5814543E-001, 3.6169189E-001, 3.0411366E-001, 3.3968870E-001, 3.7696260E-001, 4.1129004E-001, 1.6012069E+002, 1.5714464E+002, 1.5604999E+002, 1.5890558E+002, 1.6597374E+002, 1.3369738E+002, 1.3392396E+002, 1.4023650E+002, 1.5499573E+002, 1.7041270E+002
 1.5400023E+003, 6.2926105E+001, 3.5443313E+001, 3.5212642E+001, 3.5397625E+001, 3.9528683E+001, 9.7784993E+001, 8.2667124E+001, 7.7844453E+001, 7.4555147E+001, 7.0833109E+001, 6.1034001E+001, 7.1424728E+001, 5.2270149E+001, 5.6640299E+001, 6.0711996E+001, 6.5950775E+001, 6.8343663E+001, 6.3290671E-002, 4.9989997E-002, 5.3414050E-001, 4.9486124E-001, 4.7911614E-001, 4.3894234E-001, 2.8182708E-001, 3.0660879E-001, 3.5697191E-001, 4.5840827E-001, 1.5736513E+002, 1.5507693E+002, 1.5407728E+002, 1.5638374E+002, 1.6275758E+002, 1.3237802E+002, 1.3214819E+002, 1.3870212E+002, 1.5207041E+002, 1.6552333E+002
 1.5500004E+003, 6.2323091E+001, 3.5478125E+001, 3.5050465E+001, 3.5115735E+001, 3.9974440E+001, 9.6542355E+001, 8.4455752E+001, 7.9560731E+001, 7.6039819E+001, 7.2140043E+001, 6.0799143E+001, 6.9732206E+001, 5.2738867E+001, 5.7454345E+001, 6.2035254E+001, 6.7447970E+001, 6.8838488E+001, 6.9369181E-002, 5.1184993E-002, 5.6300902E-001, 5.2773113E-001, 5.0270532E-001, 4.7085720E-001, 3.2586740E-001, 3.7457661E-001, 4.4100761E-001, 5.3042615E-001, 1.5426296E+002, 1.5222967E+002, 1.5167545E+002, 1.5408542E+002, 1.5978168E+002, 1.2970365E+002, 1.2943939E+002, 1.3582119E+002, 1.4830122E+002, 1.6197255E+002
 1.5600082E+003, 6.2619121E+001, 3.5984157E+001, 3.5427275E+001, 3.5308411E+001, 4.0144935E+001, 9.5796556E+001, 8.3683198E+001, 7.8455621E+001, 7.5231635E+001, 7.1511257E+001, 6.0931252E+001, 6.8565912E+001, 5.3991926E+001, 5.9288203E+001, 6.4578013E+001, 7.0141354E+001, 7.0683769E+001, 6.2841906E-002, 5.4522071E-002, 4.4160998E-001, 4.2059759E-001, 4.2392579E-001, 4.0166613E-001, 3.1929703E-001, 3.4440906E-001, 3.8580763E-001, 4.6196516E-001, 1.4971131E+002, 1.4857426E+002, 1.4838712E+002, 1.5084986E+002, 1.5700445E+002, 1.2572526E+002, 1.2605007E+002, 1.3250035E+002, 1.4558090E+002, 1.6034364E+002
 1.5700020E+003, 6.1495915E+001, 3.5619838E+001, 3.5320166E+001, 3.5571332E+001, 3.9891140E+001, 9.4291021E+001, 8.1800250E+001, 7.6905545E+001, 7.4186635E+001, 7.1033357E+001, 6.0398287E+001, 6.8871031E+001, 5.5158791E+001, 5.9908907E+001, 6.4565298E+001, 6.9166066E+001, 6.8041546E+001, 5.5612932E-002, 5.1484309E-002, 4.5575527E-001, 4.2732328E-001, 3.9452822E-001, 3.6848312E-001, 3.0484604E-001, 3.3616619E-001, 3.9044080E-001, 4.5455677E-001, 1.4655689E+002, 1.4560080E+002, 1.4602961E+002, 1.4890705E+002, 1.5470306E+002, 1.2318017E+002, 1.2378623E+002, 1.3056520E+002, 1.4339279E+002, 1.5740131E+002
 1.5800019E+003, 6.0742485E+001, 3.5297445E+001, 3.5215155E+001, 3.5450825E+001, 3.9714582E+001, 9.2545705E+001, 8.1556000E+001, 7.6732868E+001, 7.3367762E+001, 6.9658766E+001, 5.9768089E+001, 6.8371281E+001, 5.6144415E+001, 6.0430453E+001, 6.4209449E+001, 6.8668572E+001, 6.5946850E+001, 5.4668284E-002, 4.5806394E-002, 4.6630665E-001, 4.3976478E-001, 4.1589546E-001, 4.0352666E-001, 3.3729284E-001, 3.6955539E-001, 4.1879783E-001, 4.7501112E-001, 1.4476965E+002, 1.4325594E+002, 1.4408490E+002, 1.4625388E+002, 1.5161665E+002, 1.2383058E+002, 1.2357231E+002, 1.2898769E+002, 1.4077037E+002, 1.5386411E+002
 1.5900101E+003, 5.9798673E+001, 3.5026406E+001, 3.5056582E+001, 3.5151402E+001, 3.9146303E+001, 9.0818746E+001, 7.9084208E+001, 7.4135236E+001, 7.0913669E+001, 6.7501677E+001, 5.8864248E+001, 6.7839671E+001, 5.5572225E+001, 5.9879872E+001, 6.4269373E+001, 6.8102978E+001, 6.6000693E+001, 5.6343135E-002, 5.0289291E-002, 3.8675844E-001, 3.4529919E-001, 3.2814855E-001, 3.2354767E-001, 2.6563978E-001, 2.7220560E-001, 2.9937204E-001, 3.3530180E-001, 1.4215918E+002, 1.4064934E+002, 1.4091356E+002, 1.4286450E+002, 1.4796730E+002, 1.2045223E+002, 1.2076427E+002, 1.2633535E+002, 1.3748249E+002, 1.4885126E+002
 1.6000032E+003, 5.9267614E+001, 3.4899548E+001, 3.4934139E+001, 3.5018919E+001, 3.8543697E+001, 8.9108613E+001, 7.7203302E+001, 7.2449471E+001, 6.9675157E+001, 6.6500023E+001, 5.6652299E+001, 6.7601104E+001, 5.4463690E+001, 5.8339743E+001, 6.2207273E+001, 6.5666674E+001, 6.3452044E+001, 5.3777185E-002, 4.3258067E-002, 4.0093144E-001, 3.9257201E-001, 3.9122505E-001, 3.7918986E-001, 2.9928168E-001, 3.3267657E-001, 3.6005996E-001, 4.2125058E-001, 1.4048623E+002, 1.3842795E+002, 1.3863955E+002, 1.4048810E+002, 1.4581188E+002, 1.1724962E+002, 1.1905824E+002, 1.2583110E+002, 1.3660679E+002, 1.4805106E+002
 1.6100044E+003, 5.9004954E+001, 3.4719943E+001, 3.4812456E+001, 3.5066335E+001, 3.7822404E+001, 8.8387893E+001, 7.6398651E+001, 7.2313011E+001, 7.0179858E+001, 6.7390524E+001, 5.7200113E+001, 6.6609768E+001, 5.4965803E+001, 5.8129332E+001, 6.1190899E+001, 6.4151814E+001, 6.3751763E+001, 5.3121044E-002, 5.2632017E-002, 3.8689200E-001, 3.7632152E-001, 3.5799328E-001, 3.5591774E-001, 2.8091327E-001, 2.8910829E-001, 3.1761816E-001, 3.3341986E-001, 1.3726641E+002, 1.3610335E+002, 1.3613036E+002, 1.3811663E+002, 1.4360218E+002, 1.1535101E+002, 1.1672274E+002, 1.2353551E+002, 1.3459568E+002, 1.4572043E+002
 1.6200042E+003, 5.8519645E+001, 3.4733308E+001, 3.5035621E+001, 3.5434372E+001, 3.7785836E+001, 8.8223873E+001, 7.6408787E+001, 7.2035026E+001, 6.9404980E+001, 6.6505514E+001, 5.7369843E+001, 6.7259506E+001, 5.4377899E+001, 5.7689423E+001, 6.0984798E+001, 6.3188881E+001, 6.2896332E+001, 5.5622149E-002, 5.2018068E-002, 4.5301292E-001, 4.0437261E-001, 3.7240470E-001, 3.3880112E-001, 2.5822050E-001, 3.1074521E-001, 3.6124253E-001, 4.0398356E-001, 1.3504647E+002, 1.3416776E+002, 1.3559532E+002, 1.3640089E+002, 1.4122262E+002, 1.1572918E+002, 1.1593337E+002, 1.2120797E+002, 1.3220974E+002, 1.4369987E+002
 1.6300088E+003, 5.6820395E+001, 3.4636853E+001, 3.5031073E+001, 3.5364605E+001, 3.7548728E+001, 8.6759632E+001, 7.5079765E+001, 7.0411347E+001, 6.7191976E+001, 6.4417791E+001, 5.6609367E+001, 6.6148934E+001, 5.3546177E+001, 5.7699474E+001, 6.1500318E+001, 6.3645109E+001, 6.2926429E+001, 4.8643843E-002, 4.3882528E-002, 2.7825050E-001, 2.7635549E-001, 2.6197605E-001, 2.5392249E-001, 2.6217981E-001, 2.6932684E-001, 3.0715196E-001, 3.4636125E-001, 1.3316205E+002, 1.3286584E+002, 1.3303232E+002, 1.3472280E+002, 1.3942295E+002, 1.1371273E+002, 1.1314950E+002, 1.1833514E+002, 1.2980321E+002, 1.4095888E+002
 1.6400072E+003, 5.6252404E+001, 3.4950737E+001, 3.5466899E+001, 3.5765494E+001, 3.6981323E+001, 8.4332873E+001, 7.1754589E+001, 6.7871690E+001, 6.4659958E+001, 6.1155118E+001, 5.4652849E+001, 6.5283965E+001, 5.2780062E+001, 5.6316393E+001, 5.9703792E+001, 6.1806912E+001, 6.1499183E+001, 5.8629134E-002, 5.6315901E-002, 3.5660919E-001, 3.3469838E-001, 3.0366685E-001, 2.6336716E-001, 2.2783517E-001, 2.3633403E-001, 2.7138751E-001, 3.0974869E-001, 1.3279457E+002, 1.3219570E+002, 1.3223435E+002, 1.3388298E+002, 1.3860711E+002, 1.1106538E+002, 1.1176543E+002, 1.1708634E+002, 1.2719428E+002, 1.3778583E+002
 1.6500084E+003, 5.6154477E+001, 3.4768315E+001, 3.5161046E+001, 3.5458723E+001, 3.6414745E+001, 8.3914045E+001, 6.9796559E+001, 6.6084507E+001, 6.3403859E+001, 6.0240994E+001, 5.3667429E+001, 6.4746089E+001, 5.1352251E+001, 5.4323635E+001, 5.7057904E+001, 5.9015356E+001, 5.9294025E+001, 4.5071645E-002, 3.6331706E-002, 3.0536138E-001, 2.7822536E-001, 2.7455002E-001, 2.7117532E-001, 2.3037812E-001, 2.4211550E-001, 2.5400697E-001, 2.7281369E-001, 1.2968574E+002, 1.2928259E+002, 1.2966718E+002, 1.3193787E+002, 1.3675179E+002, 1.0987999E+002, 1.1033680E+002, 1.1621937E+002, 1.2612121E+002, 1.3581177E+002
 1.6600044E+003, 5.6013554E+001, 3.4561200E+001, 3.4807871E+001, 3.5046331E+001, 3.6628273E+001, 8.3003402E+001, 6.8295345E+001, 6.5372234E+001, 6.3408570E+001, 6.0483449E+001, 5.4561175E+001, 6.4111860E+001, 5.1167824E+001, 5.5114686E+001, 5.7517436E+001, 5.9171615E+001, 5.9451513E+001, 4.9921912E-002, 4.3704500E-002, 3.6453009E-001, 3.3811884E-001, 3.0355740E-001, 2.6124357E-001, 2.3801996E-001, 2.9311169E-001, 3.1751532E-001, 3.5171522E-001, 1.2933118E+002, 1.2876500E+002, 1.2882418E+002, 1.2981648E+002, 1.3452038E+002, 1.0947644E+002, 1.0997004E+002, 1.1458819E+002, 1.2405557E+002, 1.3322599E+002
 1.6700116E+003, 5.6101271E+001, 3.4400043E+001, 3.4648298E+001, 3.4825080E+001, 3.6807447E+001, 8.2354606E+001, 6.9998407E+001, 6.6554664E+001, 6.3793688E+001, 6.0751123E+001, 5.4368612E+001, 6.2750711E+001, 5.0423763E+001, 5.4562687E+001, 5.7515841E+001, 5.9854166E+001, 6.0365146E+001, 4.3535945E-002, 3.8113540E-002, 3.6061081E-001, 3.2721381E-001, 3.0511678E-001, 3.1387001E-001, 2.3997390E-001, 2.6539717E-001, 3.3570756E-001, 3.9416748E-001, 1.2627812E+002, 1.2570835E+002, 1.2630657E+002, 1.2818918E+002, 1.3294382E+002, 1.0863752E+002, 1.0816803E+002, 1.1239230E+002, 1.2193822E+002, 1.3168326E+002
 1.6800053E+003, 5.5857045E+001, 3.4386575E+001, 3.4465354E+001, 3.4522353E+001, 3.6631201E+001, 8.1794778E+001, 7.1634440E+001, 6.8143156E+001, 6.5268927E+001, 6.3059565E+001, 5.4628959E+001, 6.1661004E+001, 5.0040745E+001, 5.4473085E+001, 5.8042457E+001, 6.1175639E+001, 6.0752707E+001, 5.0210139E-002, 4.1158734E-002, 4.3957127E-001, 4.4035299E-001, 4.1554954E-001, 3.9162236E-001, 2.0835195E-001, 2.2575657E-001, 2.6173319E-001, 3.4330534E-001, 1.2477589E+002, 1.2422411E+002, 1.2476229E+002, 1.2689038E+002, 1.3158815E+002, 1.0702084E+002, 1.0758519E+002, 1.1208722E+002, 1.2127404E+002, 1.3252381E+002
 1.6900052E+003, 5.5719800E+001, 3.4513934E+001, 3.4760739E+001, 3.4831643E+001, 3.6377916E+001, 8.1339528E+001, 7.2501597E+001, 6.9407656E+001, 6.6507940E+001, 6.3279555E+001, 5.4093273E+001, 6.0143566E+001, 4.9198094E+001, 5.3494455E+001, 5.6830894E+001, 6.0908087E+001, 5.9552670E+001, 5.4136563E-002, 4.9978128E-002, 3.0333014E-001, 2.7501185E-001, 2.6961830E-001, 2.6798646E-001, 2.2662608E-001, 2.6063817E-001, 2.7268512E-001, 3.1236755E-001, 1.2347532E+002, 1.2220866E+002, 1.2255829E+002, 1.2544022E+002, 1.3038319E+002, 1.0451963E+002, 1.0525301E+002, 1.1022267E+002, 1.1959475E+002, 1.2986403E+002
 1.7000057E+003, 5.6248970E+001, 3.4845160E+001, 3.5185420E+001, 3.5129336E+001, 3.6779710E+001, 8.1935815E+001, 6.9817961E+001, 6.6297746E+001, 6.3123611E+001, 5.9625109E+001, 5.3125176E+001, 5.8270754E+001, 4.8644731E+001, 5.2910843E+001, 5.5805309E+001, 5.8962535E+001, 5.7647492E+001, 4.6814486E-002, 4.4622351E-002, 3.5887844E-001, 3.3936074E-001, 3.0780457E-001, 2.4384783E-001, 2.1283874E-001, 2.2280297E-001, 2.5465552E-001, 3.0590174E-001, 1.2393020E+002, 1.2239908E+002, 1.2193201E+002, 1.2471701E+002, 1.2948052E+002, 1.0351766E+002, 1.0380718E+002, 1.0830072E+002, 1.1760776E+002, 1.2778177E+002
 1.7100092E+003, 5.5948762E+001, 3.4540114E+001, 3.5092170E+001, 3.5480792E+001, 3.7072170E+001, 8.1154131E+001, 6.9912425E+001, 6.6354436E+001, 6.2962531E+001, 5.9116443E+001, 5.1734963E+001, 5.7411078E+001, 4.8563401E+001, 5.2254442E+001, 5.4958808E+001, 5.7853904E+001, 5.6671151E+001, 4.2520565E-002, 4.7755231E-002, 3.3112893E-001, 3.2102535E-001, 2.9801175E-001, 2.5848452E-001, 2.2081134E-001, 2.2799100E-001, 2.4418504E-001, 2.7938353E-001, 1.2205708E+002, 1.2126692E+002, 1.2109117E+002, 1.2283815E+002, 1.2754503E+002, 1.0329462E+002, 1.0413678E+002, 1.0835391E+002, 1.1706365E+002, 1.2636817E+002
 1.7200059E+003, 5.4046565E+001, 3.4186057E+001, 3.4758647E+001, 3.4991061E+001, 3.7071119E+001, 7.9358538E+001, 6.9072016E+001, 6.6445604E+001, 6.3442025E+001, 5.9802527E+001, 5.2116181E+001, 5.7738220E+001, 4.8967596E+001, 5.2059947E+001, 5.4378384E+001, 5.7495816E+001, 5.6994152E+001, 3.8237558E-002, 3.0845879E-002, 2.7840248E-001, 2.9035784E-001, 2.9231025E-001, 3.0185132E-001, 2.1585054E-001, 2.2613626E-001, 2.4520220E-001, 3.0532522E-001, 1.1873198E+002, 1.1807728E+002, 1.1921297E+002, 1.2154873E+002, 1.2574186E+002, 1.0288596E+002, 1.0290515E+002, 1.0736827E+002, 1.1560377E+002, 1.2418242E+002
 1.7300102E+003, 5.3646435E+001, 3.3859782E+001, 3.4279344E+001, 3.4360162E+001, 3.6308371E+001, 7.8250173E+001, 6.7320279E+001, 6.5376533E+001, 6.3219813E+001, 6.0308607E+001, 5.2449629E+001, 5.8927113E+001, 4.8842362E+001, 5.2582813E+001, 5.4566122E+001, 5.7558835E+001, 5.7685026E+001, 3.9631392E-002, 3.2985814E-002, 3.0291649E-001, 2.9620877E-001, 2.8727496E-001, 2.6782014E-001, 2.0407889E-001, 2.4536411E-001, 2.6366182E-001, 2.9050240E-001, 1.1875033E+002, 1.1760513E+002, 1.1809025E+002, 1.2069656E+002, 1.2507342E+002, 1.0161420E+002, 1.0142058E+002, 1.0576813E+002, 1.1414586E+002, 1.2206677E+002
 1.7400085E+003, 5.4976448E+001, 3.3643440E+001, 3.3965824E+001, 3.4165402E+001, 3.5971795E+001, 7.7690405E+001, 6.6792107E+001, 6.4934593E+001, 6.3131501E+001, 6.0345699E+001, 5.2445202E+001, 5.8434991E+001, 4.7886848E+001, 5.2242949E+001, 5.4363849E+001, 5.7050866E+001, 5.7580992E+001, 3.8500507E-002, 3.2622557E-002, 3.0639878E-001, 2.9506920E-001, 2.8730909E-001, 2.8362239E-001, 1.9687917E-001, 2.2473438E-001, 2.3982301E-001, 2.7765350E-001, 1.1463836E+002, 1.1434972E+002, 1.1547964E+002, 1.1764594E+002, 1.2219366E+002, 9.8794849E+001, 9.9178618E+001, 1.0429906E+002, 1.1433633E+002, 1.2365030E+002
 1.7500029E+003, 5.5956436E+001, 3.3593442E+001, 3.3801060E+001, 3.3914911E+001, 3.5683583E+001, 7.7262767E+001, 6.7793468E+001, 6.5542953E+001, 6.3450636E+001, 6.0624034E+001, 5.2676361E+001, 5.8060855E+001, 4.8254902E+001, 5.2510687E+001, 5.5080036E+001, 5.8056646E+001, 5.8802093E+001, 4.0754079E-002, 3.2878871E-002, 3.4720737E-001, 3.5382292E-001, 3.4559200E-001, 3.1070257E-001, 2.1900398E-001, 2.3950216E-001, 2.7450215E-001, 3.3310350E-001, 1.1375616E+002, 1.1339108E+002, 1.1433910E+002, 1.1623672E+002, 1.2050527E+002, 9.7768981E+001, 9.7924424E+001, 1.0269973E+002, 1.1258507E+002, 1.2287860E+002
 1.7600051E+003, 5.5017885E+001, 3.3934457E+001, 3.4151900E+001, 3.4203617E+001, 3.5471246E+001, 7.5967816E+001, 6.9701151E+001, 6.7913455E+001, 6.5731992E+001, 6.1864591E+001, 5.1884630E+001, 5.7607262E+001, 4.8001731E+001, 5.2490283E+001, 5.5229549E+001, 5.7855282E+001, 5.8332850E+001, 4.4034329E-002, 4.2055388E-002, 3.2398683E-001, 3.5558847E-001, 3.5925310E-001, 3.2921117E-001, 1.8638470E-001, 2.1623231E-001, 2.4188274E-001, 2.5973835E-001, 1.1530182E+002, 1.1367174E+002, 1.1366399E+002, 1.1564190E+002, 1.1995463E+002, 9.6313561E+001, 9.6660989E+001, 1.0142336E+002, 1.1064693E+002, 1.1985109E+002
 1.7700049E+003, 5.5227151E+001, 3.3992713E+001, 3.3988363E+001, 3.3998878E+001, 3.5272076E+001, 7.5200620E+001, 6.8258370E+001, 6.6479585E+001, 6.4317597E+001, 6.0573012E+001, 5.1741215E+001, 5.7776243E+001, 4.7884593E+001, 5.1905775E+001, 5.4371604E+001, 5.6224493E+001, 5.6012770E+001, 4.7396984E-002, 3.3675575E-002, 3.1432620E-001, 2.7595968E-001, 2.5161506E-001, 2.1941700E-001, 1.9443154E-001, 2.0788564E-001, 2.2294540E-001, 2.5619430E-001, 1.1303619E+002, 1.1208342E+002, 1.1205565E+002, 1.1387197E+002, 1.1815207E+002, 9.4860366E+001, 9.5829820E+001, 1.0096972E+002, 1.0939828E+002, 1.1817249E+002
